"","COMMON_NAME","SCIENTIFIC_NAME","ID_RANK","WORMS"
"8378","Pacific herring","Clupea pallasii","species",151159
"8379","snow crab","Chionoecetes opilio","species",107315
"8380","knobbyhand hermit","Pagurus confragosus","species",366670
"8381","green sea urchin","Strongylocentrotus droebachiensis","species",124321
"8382","Kamchatka flounder","Atheresthes evermanni","species",279791
"8383","basketstar","Gorgonocephalus eucnemis","species",124969
"8384","sea peach unid.","Halocynthia sp.","genus",103519
"8385","circumboreal toad crab","Hyas coarctatus","species",107323
"8386","blackspined sea star","Lethasterias nanimensis","species",254499
"8387","walleye pollock","Gadus chalcogrammus","species",300735
"8388","splendid hermit","Labidochirus splendescens","species",248348
"8389",NA,"Crangon sp.","genus",107007
"8390","empty bivalve shells",NA,NA,NA
"8391","fat whelk","Neptunea ventricosa","species",156264
"8392","Aleutian skate","Bathyraja aleutica","species",271506
"8393",NA,"Neptunea heros","species",254479
"8394","yellowfin sole","Limanda aspera","species",254562
"8395","splendid hermit","Labidochirus splendescens","species",248348
"8396",NA,"Leptasterias arctica","species",369158
"8397","Kamchatka flounder","Atheresthes evermanni","species",279791
"8398",NA,"Leptasterias arctica","species",369158
"8399","hairy hermit crab","Pagurus capillatus","species",254489
"8400","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"8401",NA,"Polychaeta tubes","class",NA
"8402","sturgeon poacher","Podothecus accipenserinus","species",254501
"8403","northern rock sole","Lepidopsetta polyxystra","species",281307
"8404","sturgeon poacher","Podothecus accipenserinus","species",254501
"8405","flathead sole","Hippoglossoides elassodon","species",274289
"8406","empty gastropod shells",NA,NA,NA
"8407","thorny sculpin","Icelus spiniger","species",254525
"8408","snail egg","Gastropoda egg","class",NA
"8409","empty bivalve shells",NA,NA,NA
"8410","shortfin eelpout","Lycodes brevipes","species",254595
"8411","shortfin eelpout","Lycodes brevipes","species",254595
"8412","Aleutian hermit","Pagurus aleuticus","species",366647
"8413",NA,"Chrysaora melanaster","species",287209
"8414","Alaska skate","Arctoraja parmifera","species",1577324
"8415","walleye pollock","Gadus chalcogrammus","species",300735
"8416","giant barnacle","Chirona evermanni","species",733509
"8417","blackspined sea star","Lethasterias nanimensis","species",254499
"8418","Tanner crab","Chionoecetes bairdi","species",368558
"8419","Oregon triton","Fusitriton oregonensis","species",476496
"8420","snow crab","Chionoecetes opilio","species",107315
"8421","hairy hermit crab","Pagurus capillatus","species",254489
"8422","bigmouth sculpin","Hemitripterus bolini","species",254541
"8423","keeled Aforia","Aforia circinata","species",432904
"8424",NA,"Neptunea borealis","species",254478
"8425","helmet whelk","Clinopegma magnum","species",490909
"8426","Bering flounder","Hippoglossoides robustus","species",254561
"8427","hybrid Tanner crab","Chionoecetes hybrid","genus",NA
"8428",NA,"Chrysaora melanaster","species",287209
"8429","searcher","Bathymaster signatus","species",254513
"8430","Pacific halibut","Hippoglossus stenolepis","species",274290
"8431","Alaska skate","Arctoraja parmifera","species",1577324
"8432","northern rock sole","Lepidopsetta polyxystra","species",281307
"8433","empty bivalve shells",NA,NA,NA
"8434","empty bivalve shells",NA,NA,NA
"8435","snow crab","Chionoecetes opilio","species",107315
"8436",NA,"Buccinum sp.","genus",137701
"8437","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"8438","empty gastropod shells",NA,NA,NA
"8439","bigmouth sculpin","Hemitripterus bolini","species",254541
"8440","Pacific cod","Gadus macrocephalus","species",254538
"8441","flathead sole","Hippoglossoides elassodon","species",274289
"8442",NA,"Chrysaora melanaster","species",287209
"8443","sea anemone unid.","Actiniaria","order",1360
"8444","northern rock sole","Lepidopsetta polyxystra","species",281307
"8445","longfinger hermit","Pagurus rathbuni","species",254491
"8446","variegated snailfish","Liparis gibbus","species",159526
"8447",NA,"Leptasterias polaris","species",125154
"8448","shortfin eelpout","Lycodes brevipes","species",254595
"8449","monster snailfish","Careproctus phasma","species",274460
"8450","giant scale worm","Eunoe nodosa","species",130745
"8451","northern rock sole","Lepidopsetta polyxystra","species",281307
"8452","sea anemone unid.","Actiniaria","order",1360
"8453","empty bivalve shells",NA,NA,NA
"8454","plain sculpin","Myoxocephalus jaok","species",254527
"8455","purple-orange sea star","Asterias amurensis","species",254497
"8456","fuzzy hermit crab","Pagurus trigonocheirus","species",254490
"8457","yellowfin sole","Limanda aspera","species",254562
"8458","splendid hermit","Labidochirus splendescens","species",248348
"8459","starry flounder","Platichthys stellatus","species",154781
"8460","walleye pollock","Gadus chalcogrammus","species",300735
"8461","Pacific herring","Clupea pallasii","species",151159
"8462","sea potato","Styela rustica","species",103937
"8463","plain sculpin","Myoxocephalus jaok","species",254527
"8464","threaded sculpin","Gymnocanthus pistilliger","species",254519
"8465","Pribilof whelk","Neptunea pribiloffensis","species",491185
"8466","compound ascidian unid.",NA,NA,NA
"8467","Alaska great-tellin","Megangulus luteus","species",423511
"8468","big skate","Beringraja binoculata","species",1021330
"8469","sea potato","Styela rustica","species",103937
"8470",NA,"Neptunea heros","species",254479
"8471","northern rock sole","Lepidopsetta polyxystra","species",281307
"8472","Tanner crab","Chionoecetes bairdi","species",368558
"8473","walleye pollock","Gadus chalcogrammus","species",300735
"8474","rex sole","Glyptocephalus zachirus","species",274287
"8475","northern rock sole","Lepidopsetta polyxystra","species",281307
"8476","empty gastropod shells",NA,NA,NA
"8477","Bering poacher","Occella dodecaedron","species",254398
"8478","spinyhead sculpin","Dasycottus setiger","species",280488
"8479",NA,"Metridium sp.","genus",100770
"8480","Kamchatka flounder","Atheresthes evermanni","species",279791
"8481","Pacific halibut","Hippoglossus stenolepis","species",274290
"8482","compound ascidian unid.",NA,NA,NA
"8483",NA,"Leptasterias arctica","species",369158
"8484","longhead dab","Myzopsetta proboscidea","species",319505
"8485","Pacific halibut","Hippoglossus stenolepis","species",274290
"8486",NA,"Crangon sp.","genus",107007
"8487","bryozoan unid.","Bryozoa","phylum",146142
"8488","compound ascidian unid.",NA,NA,NA
"8489","swollen whelk","Buccinum oedematum","species",490835
"8490",NA,"Chrysaora melanaster","species",287209
"8491","circumboreal toad crab","Hyas coarctatus","species",107323
"8492","hairy hermit crab","Pagurus capillatus","species",254489
"8493","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"8494","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"8495","horsehair crab","Erimacrus isenbeckii","species",440405
"8496","knobbyhand hermit","Pagurus confragosus","species",366670
"8497","empty gastropod shells",NA,NA,NA
"8498","Aleutian alligatorfish","Aspidophoroides monopterygius","species",159459
"8499","yellowfin sole","Limanda aspera","species",254562
"8500","polar whelk","Buccinum polare","species",138873
"8501","sawback poacher","Sarritor frenatus","species",254374
"8502","fat whelk","Neptunea ventricosa","species",156264
"8503","arrowtooth flounder","Atheresthes stomias","species",279792
"8504","fuzzy hermit crab","Pagurus trigonocheirus","species",254490
"8505","sea peach unid.","Halocynthia sp.","genus",103519
"8506","walleye pollock","Gadus chalcogrammus","species",300735
"8507","longfinger hermit","Pagurus rathbuni","species",254491
"8508","purple-orange sea star","Asterias amurensis","species",254497
"8509","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"8510","walleye pollock","Gadus chalcogrammus","species",300735
"8511","brown rimmed jelly","Aurelia limbata","species",158199
"8512","hairy hermit crab","Pagurus capillatus","species",254489
"8513","snail egg","Gastropoda egg","class",NA
"8514","yellowfin sole","Limanda aspera","species",254562
"8515","yellow Irish lord","Hemilepidotus jordani","species",254522
"8516",NA,"Leptasterias polaris","species",125154
"8517",NA,"Plicifusus kroyeri","species",491269
"8518","sturgeon poacher","Podothecus accipenserinus","species",254501
"8519",NA,"Chrysaora melanaster","species",287209
"8520","hairy hermit crab","Pagurus capillatus","species",254489
"8521","sea mouse unid.","Aphroditidae","family",938
"8522",NA,"Leptasterias polaris","species",125154
"8523","empty gastropod shells",NA,NA,NA
"8524","Alaska skate","Arctoraja parmifera","species",1577324
"8525","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"8526","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"8527","arrowtooth flounder","Atheresthes stomias","species",279792
"8528","striped sea leech","Notostomum cyclostomum","species",370644
"8529","keeled Aforia","Aforia circinata","species",432904
"8530","northern rock sole","Lepidopsetta polyxystra","species",281307
"8531","Pacific cod","Gadus macrocephalus","species",254538
"8532","rose sea star","Crossaster papposus","species",124154
"8533","Bering beringius","Beringius behringii","species",160112
"8534","arrowtooth flounder","Atheresthes stomias","species",279792
"8535","ladder whelk","Buccinum scalariforme","species",138875
"8536","Sakhalin sole","Limanda sakhalinensis","species",274292
"8537","keeled Aforia","Aforia circinata","species",432904
"8538","rose sea star","Crossaster papposus","species",124154
"8539","Alaskan pink shrimp","Pandalus eous","species",515463
"8540","sawback poacher","Sarritor frenatus","species",254374
"8541",NA,"Urticina sp.","genus",100706
"8542","Aleutian alligatorfish","Aspidophoroides monopterygius","species",159459
"8543","empty gastropod shells",NA,NA,NA
"8544","basketstar","Gorgonocephalus eucnemis","species",124969
"8545","longfinger hermit","Pagurus rathbuni","species",254491
"8546","empty bivalve shells",NA,NA,NA
"8547",NA,"Leptasterias arctica","species",369158
"8548","walleye pollock","Gadus chalcogrammus","species",300735
"8549",NA,"Colus sp.","genus",137704
"8550","sinuous whelk","Buccinum plectrum","species",160127
"8551","walleye pollock","Gadus chalcogrammus","species",300735
"8552","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"8553","common mud star","Ctenodiscus crispatus","species",123915
"8554","parma sand dollar","Echinarachnius parma","species",158062
"8555","Alaska skate","Arctoraja parmifera","species",1577324
"8556","purple-orange sea star","Asterias amurensis","species",254497
"8557",NA,"Cucumaria sp.","genus",123479
"8558","sturgeon poacher","Podothecus accipenserinus","species",254501
"8559","Pacific capelin","Mallotus villosus","species",126735
"8560",NA,"Metridium sp.","genus",100770
"8561","unsorted catch and debris",NA,NA,NA
"8562","Alaska skate","Arctoraja parmifera","species",1577324
"8563","purple-orange sea star","Asterias amurensis","species",254497
"8564","yellowfin sole","Limanda aspera","species",254562
"8565",NA,"Crangon sp.","genus",107007
"8566","Tanner crab","Chionoecetes bairdi","species",368558
"8567","yellowfin sole","Limanda aspera","species",254562
"8568","Pacific cod","Gadus macrocephalus","species",254538
"8569","sturgeon poacher","Podothecus accipenserinus","species",254501
"8570","rusty moonsnail","Cryptonatica russa","species",580692
"8571","shortfin eelpout","Lycodes brevipes","species",254595
"8572","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"8573","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"8574","Oregon rock crab","Glebocarcinus oregonensis","species",440384
"8575","Pacific herring","Clupea pallasii","species",151159
"8576","Alaska skate","Arctoraja parmifera","species",1577324
"8577","yellowfin sole","Limanda aspera","species",254562
"8578","angular whelk","Buccinum angulosum","species",138858
"8579","Pacific cod","Gadus macrocephalus","species",254538
"8580","purple-orange sea star","Asterias amurensis","species",254497
"8581","Pacific lyre crab","Hyas lyratus","species",442167
"8582","sablefish","Anoplopoma fimbria","species",159463
"8583","snow crab","Chionoecetes opilio","species",107315
"8584","Pacific cod","Gadus macrocephalus","species",254538
"8585","Aleutian hermit","Pagurus aleuticus","species",366647
"8586","purple-orange sea star","Asterias amurensis","species",254497
"8587","tentacle-shedding anemone","Liponema brevicorne","species",593074
"8588","basketstar","Gorgonocephalus eucnemis","species",124969
"8589","weathervane scallop","Patinopecten caurinus","species",393720
"8590","rosy whelk","Retifusus roseus","species",596553
"8591",NA,"Ophiophthalmus cataleimmoidus","species",245721
"8592","Aleutian hermit","Pagurus aleuticus","species",366647
"8593","Oregon triton","Fusitriton oregonensis","species",476496
"8594","great sculpin","Myoxocephalus polyacanthocephalus","species",254528
"8595","Alaska plaice","Pleuronectes quadrituberculatus","species",254564
"8596","horsehair crab","Erimacrus isenbeckii","species",440405
"8597","Pacific cod","Gadus macrocephalus","species",254538
"8598","sponge unid.","Porifera","phylum",558
"8599","basketstar","Gorgonocephalus eucnemis","species",124969
"8600","walleye pollock","Gadus chalcogrammus","species",300735
"8601","arrowtooth flounder","Atheresthes stomias","species",279792
"8602","wattled eelpout","Lycodes palearis","species",254585
"8603","notched brittlestar","Ophiura sarsii","species",124934
"8604","empty gastropod shells",NA,NA,NA
"8605","Pacific cod","Gadus macrocephalus","species",254538
"8606","basketstar","Gorgonocephalus eucnemis","species",124969
"8607","shortfin eelpout","Lycodes brevipes","species",254595
"8608","knobbyhand hermit","Pagurus confragosus","species",366670
